job_id,isomer,sample_index,theta_deg,phi_deg,lambda_mag,lambda_x,lambda_y,lambda_z,omega,charge,multiplicity,functional,basis,energy_hartree,status,log_file,psi4_output_file
meta_dirA_r015_th134_ph71,meta,015,134,71,0.1,0.023419413122383426,0.06801491433880984,-0.06946583704589974,0.06615,1,1,wb97x,6-311G*,-3010.3290444960152854,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/meta_dirA_r015_th134_ph71.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/meta_dirA_r015_th134_ph71.dat
meta_dirA_r016_th159_ph40,meta,016,159,40,0.1,0.02745257763411196,0.023035447767648987,-0.0933580426497202,0.06615,1,1,wb97x,6-311G*,-3010.3475721379882089,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/meta_dirA_r016_th159_ph40.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/meta_dirA_r016_th159_ph40.dat
meta_dirA_r014_th157_ph73,meta,014,157,73,0.1,0.011423872612464768,0.03736580364770964,-0.09205048534524404,0.06615,1,1,wb97x,6-311G*,-3010.3460769016237464,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/meta_dirA_r014_th157_ph73.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/meta_dirA_r014_th157_ph73.dat
meta_dirA_r013_th139_ph83,meta,013,139,83,0.1,0.007995348309809176,0.06511688644740705,-0.07547095802227721,0.06615,1,1,wb97x,6-311G*,-3010.3335327486929600,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/meta_dirA_r013_th139_ph83.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/meta_dirA_r013_th139_ph83.dat
meta_dirA_r017_th146_ph42,meta,017,146,42,0.1,0.04155613126579656,0.03741730865709514,-0.08290375725550417,0.06615,1,1,wb97x,6-311G*,-3010.3411482692763457,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/meta_dirA_r017_th146_ph42.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/meta_dirA_r017_th146_ph42.dat
meta_dirA_r020_th139_ph1,meta,020,139,1,0.1,0.06559591080226988,0.00114498088207919,-0.07547095802227721,0.06615,1,1,wb97x,6-311G*,-3010.3397709660844157,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/meta_dirA_r020_th139_ph1.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/meta_dirA_r020_th139_ph1.dat
meta_dirA_r018_th153_ph13,meta,018,153,13,0.1,0.04423547526431036,0.010212564157850924,-0.08910065241883679,0.06615,1,1,wb97x,6-311G*,-3010.3457044764963939,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/meta_dirA_r018_th153_ph13.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/meta_dirA_r018_th153_ph13.dat
meta_dirA_r019_th130_ph39,meta,019,130,39,0.1,0.05953283452664681,0.04820873885051902,-0.06427876096865394,0.06615,1,1,wb97x,6-311G*,-3010.3296250329635768,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/meta_dirA_r019_th130_ph39.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/meta_dirA_r019_th130_ph39.dat
meta_dirA_r021_th135_ph21,meta,021,135,21,0.1,0.06601410503592008,0.025340440728340043,-0.07071067811865477,0.06615,1,1,wb97x,6-311G*,-3010.3363726496513664,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/meta_dirA_r021_th135_ph21.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/meta_dirA_r021_th135_ph21.dat
meta_dirA_r024_th124_ph9,meta,024,124,9,0.1,0.08188307443279104,0.012969004916089958,-0.055919290347074685,0.06615,1,1,wb97x,6-311G*,-3010.3316308502339780,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/meta_dirA_r024_th124_ph9.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/meta_dirA_r024_th124_ph9.dat
meta_dirA_r023_th119_ph26,meta,023,119,26,0.1,0.07861029855528101,0.038340804402302406,-0.0484809620246337,0.06615,1,1,wb97x,6-311G*,-3010.3246177018836534,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/meta_dirA_r023_th119_ph26.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/meta_dirA_r023_th119_ph26.dat
meta_dirA_r022_th116_ph41,meta,022,116,41,0.1,0.06783284773891711,0.05896619492774805,-0.04383711467890775,0.06615,1,1,wb97x,6-311G*,-3010.3177355400898705,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/meta_dirA_r022_th116_ph41.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/meta_dirA_r022_th116_ph41.dat
meta_dirA_r025_th105_ph32,meta,025,105,32,0.1,0.0819151558012767,0.05118627031709536,-0.025881904510252088,0.06615,1,1,wb97x,6-311G*,-3010.3135820713737303,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/meta_dirA_r025_th105_ph32.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/meta_dirA_r025_th105_ph32.dat
ortho_dirA_r002_th130_ph0,ortho,002,130,0,0.1,0.0766044443118978,0.0,-0.06427876096865394,0.06615,1,1,wb97x,6-311G*,-3010.3245471240838924,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r002_th130_ph0.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r002_th130_ph0.dat
ortho_dirA_r001_th101_ph31,ortho,001,101,31,0.1,0.08414187231316514,0.050557537484226346,-0.019080899537654482,0.06615,1,1,wb97x,6-311G*,-3010.3179263672163870,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r001_th101_ph31.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r001_th101_ph31.dat
ortho_dirA_r003_th113_ph36,ortho,003,113,36,0.1,0.07447040698476448,0.05410591775229887,-0.03907311284892739,0.06615,1,1,wb97x,6-311G*,-3010.3194868641066932,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r003_th113_ph36.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r003_th113_ph36.dat
ortho_dirA_r004_th125_ph29,ortho,004,125,29,0.1,0.07164465210786754,0.03971327915157569,-0.05735764363510463,0.06615,1,1,wb97x,6-311G*,-3010.3250236072599364,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r004_th125_ph29.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r004_th125_ph29.dat
ortho_dirA_r005_th136_ph36,ortho,005,136,36,0.1,0.05619904269861367,0.04083099455373199,-0.07193398003386513,0.06615,1,1,wb97x,6-311G*,-3010.3293660494550750,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r005_th136_ph36.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r005_th136_ph36.dat
ortho_dirA_r008_th154_ph0,ortho,008,154,0,0.1,0.04383711467890773,0.0,-0.08987940462991671,0.06615,1,1,wb97x,6-311G*,-3010.3349353943931419,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r008_th154_ph0.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r008_th154_ph0.dat
ortho_dirA_r006_th144_ph17,ortho,006,144,17,0.1,0.05621018322522249,0.01718517762236343,-0.08090169943749474,0.06615,1,1,wb97x,6-311G*,-3010.3325364954398538,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r006_th144_ph17.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r006_th144_ph17.dat
ortho_dirA_r007_th125_ph50,ortho,007,125,50,0.1,0.05265407845183633,0.06275068715971331,-0.05735764363510463,0.06615,1,1,wb97x,6-311G*,-3010.3215507395111672,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r007_th125_ph50.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r007_th125_ph50.dat
ortho_dirA_r009_th138_ph55,ortho,009,138,55,0.1,0.03837975486487287,0.05481197040951916,-0.07431448254773941,0.06615,1,1,wb97x,6-311G*,-3010.3287767290535157,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r009_th138_ph55.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r009_th138_ph55.dat
ortho_dirA_r010_th124_ph69,ortho,010,124,69,0.1,0.029710049497256353,0.07739732505681407,-0.05591929034707467,0.06615,1,1,wb97x,6-311G*,-3010.3163459294237327,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r010_th124_ph69.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r010_th124_ph69.dat
ortho_dirA_r011_th158_ph44,ortho,011,158,44,0.1,0.026946943211334465,0.026022360574549375,-0.09271838545667874,0.06615,1,1,wb97x,6-311G*,-3010.3392386871028066,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r011_th158_ph44.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r011_th158_ph44.dat
ortho_dirA_r012_th149_ph65,ortho,012,149,65,0.1,0.021766449594876336,0.046678301791134774,-0.08571673007021123,0.06615,1,1,wb97x,6-311G*,-3010.3350017133584515,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r012_th149_ph65.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r012_th149_ph65.dat
ortho_dirA_r013_th139_ph83,ortho,013,139,83,0.1,0.007995348309809176,0.06511688644740705,-0.07547095802227721,0.06615,1,1,wb97x,6-311G*,-3010.3270572142046149,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r013_th139_ph83.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r013_th139_ph83.dat
ortho_dirA_r014_th157_ph73,ortho,014,157,73,0.1,0.011423872612464768,0.03736580364770964,-0.09205048534524404,0.06615,1,1,wb97x,6-311G*,-3010.3392179086981741,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r014_th157_ph73.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r014_th157_ph73.dat
ortho_dirA_r016_th159_ph40,ortho,016,159,40,0.1,0.02745257763411196,0.023035447767648987,-0.0933580426497202,0.06615,1,1,wb97x,6-311G*,-3010.3394758988683861,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r016_th159_ph40.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r016_th159_ph40.dat
ortho_dirA_r015_th134_ph71,ortho,015,134,71,0.1,0.023419413122383426,0.06801491433880984,-0.06946583704589974,0.06615,1,1,wb97x,6-311G*,-3010.3239573473592827,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r015_th134_ph71.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r015_th134_ph71.dat
ortho_dirA_r017_th146_ph42,ortho,017,146,42,0.1,0.04155613126579656,0.03741730865709514,-0.08290375725550417,0.06615,1,1,wb97x,6-311G*,-3010.3340405401472708,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r017_th146_ph42.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r017_th146_ph42.dat
ortho_dirA_r019_th130_ph39,ortho,019,130,39,0.1,0.05953283452664681,0.04820873885051902,-0.06427876096865394,0.06615,1,1,wb97x,6-311G*,-3010.3261726872697182,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r019_th130_ph39.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r019_th130_ph39.dat
ortho_dirA_r018_th153_ph13,ortho,018,153,13,0.1,0.04423547526431036,0.010212564157850924,-0.08910065241883679,0.06615,1,1,wb97x,6-311G*,-3010.3358428291990094,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r018_th153_ph13.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r018_th153_ph13.dat
ortho_dirA_r021_th135_ph21,ortho,021,135,21,0.1,0.06601410503592008,0.025340440728340043,-0.07071067811865477,0.06615,1,1,wb97x,6-311G*,-3010.3291018134609658,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r021_th135_ph21.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r021_th135_ph21.dat
ortho_dirA_r020_th139_ph1,ortho,020,139,1,0.1,0.06559591080226988,0.00114498088207919,-0.07547095802227721,0.06615,1,1,wb97x,6-311G*,-3010.3284202435070256,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r020_th139_ph1.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r020_th139_ph1.dat
ortho_dirA_r022_th116_ph41,ortho,022,116,41,0.1,0.06783284773891711,0.05896619492774805,-0.04383711467890775,0.06615,1,1,wb97x,6-311G*,-3010.3193039308835068,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r022_th116_ph41.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r022_th116_ph41.dat
ortho_dirA_r023_th119_ph26,ortho,023,119,26,0.1,0.07861029855528101,0.038340804402302406,-0.0484809620246337,0.06615,1,1,wb97x,6-311G*,-3010.3231497175997902,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r023_th119_ph26.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r023_th119_ph26.dat
ortho_dirA_r024_th124_ph9,ortho,024,124,9,0.1,0.08188307443279104,0.012969004916089958,-0.055919290347074685,0.06615,1,1,wb97x,6-311G*,-3010.3241644841373272,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r024_th124_ph9.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r024_th124_ph9.dat
ortho_dirA_r025_th105_ph32,ortho,025,105,32,0.1,0.0819151558012767,0.05118627031709536,-0.025881904510252088,0.06615,1,1,wb97x,6-311G*,-3010.3183563004417920,ok,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/logs/ortho_dirA_r025_th105_ph32.log,/Users/jfoley19/Code/nbr_data/Molecular_Dynamics_Data/Direction_A_MD_Sampled_Orientations/UNRELAXED_Sampled_Orientations/direction_A_unrelaxed_results/psi4_outputs/ortho_dirA_r025_th105_ph32.dat
